name,price,link
"SAKO .300 WIN. MAG POWERHEAD II 11,7 G 497A CARTRIDGE",4.53 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-300-win-mag-powerhead-ii-117-g-497a-cartridge-_r4ldaj/
"SAKO .300 WIN. MAG POWERHEAD II 11,7 G 497A CARTRIDGE",4.53 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-300-win-mag-powerhead-ii-117-g-497a-cartridge-_ddkd2k/
SAKO 7 MM REM MAG 685B POWERHEAD BLADE 9.1 G CARTRIDGE,4.55 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-7-mm-rem-mag-685b-powerhead-blade-91-g-cartridge-_3hkj4r/
"S&B 9.3 X 74R XRG 16,2 G XRG",4.67 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-93-x-74r-xrg-162-g-xrg-_m8j97k/
"NORMA 9,3 X 74R ORYX 18,5 G",4.73 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-93-x-74r-oryx-185-g-_rkzf6u/
"NORMA ECOSTRIKE 9,3X74 R 16,2G",4.78 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-93x74-r-162g-_e5io2c/
"NORMA ECOSTRIKE 9,3 X 74R 14,9 G",4.79 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-93-x-74r-149-g-_lihg1o/
"NORMA ECOSTRIKE .30-06 SPR. 9,7 G",4.88 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-ecostrike-30-06-spr-97-g-_e0rfhm/
"NORMA .375 H&H MAG. BARNES SOLID 19,4 G",4.94 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-375-hh-mag-barnes-solid-194-g-_w8uj9n/
"S&B 9,3X62 TXRG 16,2 G",4.98 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-93x62-txrg-162-g-_7znhpu/
"S&B XRG 9,3x62 16,2 G",4.98 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-xrg-93x62-162-g-_zzk9fj/
"SAKO 7MM REM.MAG. 685B POWERHEAD BLADE 9,1 G CARTRIDGE",5.04 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sako/sako-7mm-remmag-685b-powerhead-blade-91-g-cartridge-_8dujfy/
"NORMA .375 H&H MAG. ECOSTRIKE 16,2 G",5.29 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/norma/norma-375-hh-mag-ecostrike-162-g-_x9aehv/
"S&B .308 WIN. NOSLER NSR 11,7 G",5.89 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-308-win-nosler-nsr-117-g-_rqmakf/
S&B .338 LAPUA MAGNUM HPBT 16.2G CARTRIDGE,7.22 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-338-lapua-magnum-hpbt-162g-cartridge-_exwrik/
S&B .338 LAPUA MAGNUM HPBT 16.2 G CARTRIDGE,7.53 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/sellierandbellot/sb-338-lapua-magnum-hpbt-162-g-cartridge-_16vral/
"LAPUA .338 LAPUA MAG NATURALIS 15,0 G",8.03 €,https://www.jahipaun.ee/en/online-shop/toode/ammo/rifle/lapua/lapua-338-lapua-mag-naturalis-150-g-_jdkrt9/
